         183759 function calls (179708 primitive calls) in 0.294 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        3    0.000    0.000    0.000    0.000 datetime.py:2205(_create)
        6    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 _linalg.py:43(EigResult)
        1    0.000    0.000    0.000    0.000 request.py:107(ReparentWindow)
        4    0.000    0.000    0.000    0.000 rq.py:363(__init__)
        1    0.000    0.000    0.000    0.000 request.py:150(ConfigureWindow)
        1    0.000    0.000    0.000    0.000 request.py:583(WarpPointer)
        1    0.000    0.000    0.000    0.000 request.py:466(GrabKey)
        1    0.000    0.000    0.001    0.001 __init__.py:1479(warning)
       20    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        2    0.000    0.000    0.000    0.000 os.py:689(__delitem__)
       27    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 error.py:59(XError)
        1    0.000    0.000    0.000    0.000 request.py:177(GetGeometry)
        1    0.000    0.000    0.000    0.000 request.py:1645(ListHosts)
        1    0.000    0.000    0.000    0.000 request.py:608(GetInputFocus)
        2    0.000    0.000    0.000    0.000 __init__.py:423(usesTime)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:219(InternAtom)
        1    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 request.py:1750(GetModifierMapping)
        1    0.000    0.000    0.003    0.003 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 screenshot.py:16(ScreenShot)
        9    0.000    0.000    0.000    0.000 overrides.py:27(finalize_array_function_like)
        1    0.000    0.000    0.000    0.000 request.py:1718(GetPointerMapping)
        1    0.000    0.000    0.000    0.000 event.py:139(NoExpose)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.001    0.001 __init__.py:1600(_log)
        1    0.000    0.000    0.000    0.000 request.py:1375(CreateCursor)
        9    0.000    0.000    0.000    0.000 abc.py:110(register)
        2    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 __init__.py:863(Handler)
       43    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 event.py:266(GravityNotify)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1266(IPv4Address)
        2    0.000    0.000    0.000    0.000 typing.py:1223(__getitem__)
        1    0.000    0.000    0.000    0.000 request.py:1615(GetScreenSaver)
       21    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        1    0.000    0.000    0.000    0.000 request.py:361(SendEvent)
        2    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 events.py:1(<module>)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 request.py:257(ChangeProperty)
        1    0.000    0.000    0.000    0.000 getlimits.py:639(iinfo)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:1208(__getitem_inner__)
        2    0.000    0.000    0.000    0.000 subprocess.py:1065(__del__)
        1    0.000    0.000    0.000    0.000 request.py:332(GetSelectionOwner)
        1    0.000    0.000    0.000    0.000 request.py:1174(UninstallColormap)
        1    0.000    0.000    0.000    0.000 Image.py:3866(_apply_env_variables)
        3    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1406(IPv4Interface)
        1    0.000    0.000    0.000    0.000 request.py:902(SetClipRectangles)
        1    0.000    0.000    0.000    0.000 request.py:1419(RecolorCursor)
        1    0.000    0.000    0.000    0.000 request.py:826(GetFontPath)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        2    0.000    0.000    0.000    0.000 posixpath.py:392(realpath)
        1    0.000    0.000    0.000    0.000 Xutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:987(PolySegment)
        1    0.000    0.000    0.000    0.000 socket.py:674(SocketIO)
        1    0.000    0.000    0.000    0.000 event.py:289(Circulate)
        1    0.000    0.000    0.000    0.000 event.py:232(ConfigureNotify)
        1    0.000    0.000    0.000    0.000 __init__.py:44(GOpaque)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        6    0.000    0.000    0.000    0.000 signal.py:49(decorator)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 request.py:966(PolyPoint)
        1    0.000    0.000    0.000    0.000 request.py:1139(CreateColormap)
        3    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 event.py:249(ConfigureRequest)
        1    0.000    0.000    0.000    0.000 event.py:197(MapNotify)
        1    0.000    0.000    0.000    0.000 __init__.py:1403(_clear_cache)
        1    0.000    0.000    0.000    0.000 request.py:239(GetAtomName)
        1    0.000    0.000    0.000    0.000 event.py:380(ClientMessage)
        1    0.000    0.000    0.000    0.000 request.py:1103(PolyText16)
       14    0.000    0.000    0.000    0.000 mixins.py:28(_reflected_binary_method)
        3    0.000    0.000    0.000    0.000 abc.py:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 __init__.py:107(GArray)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        3    0.000    0.000    0.000    0.000 subprocess.py:246(_cleanup)
        1    0.000    0.000    0.000    0.000 __init__.py:362(YAMLObject)
        4    0.000    0.000    0.000    0.000 __init__.py:912(acquire)
        3    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1041(PolyFillArc)
        1    0.000    0.000    0.000    0.000 constructor.py:482(FullConstructor)
        7    0.000    0.000    0.000    0.000 enum.py:451(__members__)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 request.py:862(CreateGC)
        1    0.000    0.000    0.000    0.000 fontable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:340(__init__)
        1    0.000    0.000    0.000    0.000 ExifTags.py:361(LightSource)
        1    0.000    0.000    0.000    0.000 request.py:1115(ImageText8)
        1    0.000    0.000    0.000    0.000 request.py:1491(ChangeKeyboardMapping)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 subprocess.py:425(CompletedProcess)
        2    0.000    0.000    0.000    0.000 __init__.py:431(_format)
        3    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        1    0.000    0.000    0.000    0.000 _ufunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 request.py:921(ClearArea)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:1712(runtime_checkable)
        1    0.000    0.000    0.000    0.000 request.py:816(SetFontPath)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        6    0.000    0.000    0.000    0.000 contextlib.py:446(_create_cb_wrapper)
        4    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:427(ChangeActivePointerGrab)
        1    0.000    0.000    0.000    0.000 event.py:218(ReparentNotify)
        2    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:169(CirculateWindow)
        1    0.000    0.000    0.000    0.000 composer.py:11(Composer)
        2    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        1    0.000    0.000    0.000    0.000 request.py:598(SetInputFocus)
        1    0.000    0.000    0.000    0.000 array_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
        2    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
        1    0.000    0.000    0.000    0.000 Xatom.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        1    0.000    0.000    0.000    0.000 request.py:624(QueryKeymap)
        1    0.000    0.000    0.000    0.000 request.py:1127(ImageText16)
        1    0.000    0.000    0.000    0.000 event.py:160(CreateNotify)
        2    0.000    0.000    0.000    0.000 typing.py:2356(<dictcomp>)
        1    0.000    0.000    0.000    0.000 connect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1411(FreeCursor)
        1    0.000    0.000    0.000    0.000 parse.py:367(_fix_result_transcoding)
        2    0.000    0.000    0.000    0.000 typing.py:1194(__getitem__)
        8    0.000    0.000    0.000    0.000 __init__.py:8(parameterized)
        5    0.000    0.000    0.000    0.000 os.py:759(decode)
        1    0.000    0.000    0.000    0.000 request.py:1166(InstallColormap)
        6    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:980(__or__)
        1    0.000    0.000    0.000    0.000 request.py:1684(RotateProperties)
        1    0.000    0.000    0.000    0.000 __init__.py:1296(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:247(_register_at_fork_reinit_lock)
        5    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        1    0.000    0.000    0.010    0.010 reader.py:45(Reader)
        1    0.000    0.000    0.000    0.000 error.py:80(XResourceError)
        1    0.000    0.000    0.000    0.000 request.py:417(UngrabButton)
        1    0.000    0.000    0.000    0.000 tempfile.py:271(_RandomNameSequence)
       12    0.000    0.000    0.000    0.000 typing.py:2280(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        1    0.000    0.000    0.000    0.000 event.py:357(ColormapNotify)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:622(_register_types)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1795(LoggerAdapter)
        3    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 event.py:330(SelectionRequest)
        1    0.000    0.000    0.000    0.000 rq.py:142(Pad)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.001    0.001 __init__.py:412(PercentStyle)
        1    0.000    0.000    0.000    0.000 typing.py:523(Optional)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1369(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 cursor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1669(SetCloseDownMode)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
       28    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 request.py:651(CloseFont)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 representer.py:13(BaseRepresenter)
        1    0.000    0.000    0.000    0.000 traceback.py:335(StackSummary)
        1    0.000    0.000    0.000    0.000 __init__.py:522(Formatter)
        1    0.000    0.000    0.000    0.000 event.py:390(KeymapNotify)
        1    0.000    0.000    0.000    0.000 pathlib.py:49(_Flavour)
        2    0.000    0.000    0.000    0.000 os.py:1080(__subclasshook__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2147(IPv6Interface)
        2    0.000    0.000    0.000    0.000 __init__.py:1066(__init__)
        1    0.000    0.000    0.000    0.000 request.py:872(ChangeGC)
        1    0.000    0.000    0.000    0.000 __config__.py:101(<listcomp>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:998(PolyRectangle)
        1    0.000    0.000    0.000    0.000 event.py:307(PropertyNotify)
        1    0.000    0.000    0.000    0.000 request.py:1662(SetAccessControl)
        7    0.000    0.000    0.000    0.000 rq.py:243(__init__)
        3    0.000    0.000    0.000    0.000 rq.py:552(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:1333(<genexpr>)
       10    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1204(emit)
        1    0.000    0.000    0.000    0.000 request.py:1031(PolyFillRectangle)
        1    0.000    0.000    0.000    0.000 _datasource.py:73(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        4    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 arrayprint.py:537(_recursive_guard)
        1    0.000    0.000    0.002    0.002 __init__.py:445(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 request.py:1299(FreeColors)
        1    0.000    0.000    0.000    0.000 _exceptions.py:71(_UFuncCastingError)
        2    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1585(makeRecord)
        2    0.000    0.000    0.000    0.000 arrayprint.py:547(decorating_function)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
        1    0.000    0.000    0.000    0.000 load_config_py3.py:1(<module>)
       17    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 request.py:1676(KillClient)
        2    0.000    0.000    0.000    0.000 __init__.py:643(usesTime)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 colormap.py:34(Colormap)
        5    0.000    0.000    0.000    0.000 constructor.py:165(add_multi_constructor)
        1    0.000    0.000    0.000    0.000 event.py:176(DestroyNotify)
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 request.py:976(PolyLine)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:744(IndexExpression)
        1    0.000    0.000    0.000    0.000 platform.py:729(_Processor)
        1    0.000    0.000    0.000    0.000 event.py:186(UnmapNotify)
        1    0.000    0.000    0.000    0.000 __init__.py:310(CheckedCall)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:23(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 weakref.py:290(update)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 Image.py:138(Transpose)
        1    0.000    0.000    0.000    0.000 request.py:854(FreePixmap)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__init__)
        1    0.000    0.000    0.000    0.000 request.py:44(ChangeWindowAttributes)
        1    0.000    0.000    0.000    0.000 error.py:48(MarkedYAMLError)
        2    0.000    0.000    0.000    0.000 datetime.py:792(__new__)
        1    0.000    0.000    0.000    0.000 rq.py:565(Object)
        6    0.000    0.000    0.000    0.000 contextlib.py:448(_exit_wrapper)
        1    0.000    0.000    0.000    0.000 event.py:208(MapRequest)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
       13    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 request.py:1695(ForceScreenSaver)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1304(exec_module)
        1    0.000    0.000    0.000    0.000 event.py:150(VisibilityNotify)
        1    0.000    0.000    0.000    0.000 threading.py:622(Barrier)
        1    0.000    0.000    0.000    0.000 event.py:93(Focus)
        1    0.000    0.000    0.000    0.000 request.py:479(UngrabKey)
        1    0.000    0.000    0.000    0.000 _linalg.py:59(SVDResult)
        3    0.000    0.000    0.000    0.000 __init__.py:806(filter)
        1    0.000    0.000    0.000    0.000 request.py:1008(PolyArc)
       18    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 event.py:319(SelectionClear)
        7    0.000    0.000    0.000    0.000 getlimits.py:160(_register_type)
        1    0.000    0.000    0.000    0.000 event.py:278(ResizeRequest)
        1    0.000    0.000    0.000    0.000 request.py:1309(StoreColors)
        1    0.000    0.000    0.000    0.000 posixpath.py:117(splitext)
        1    0.000    0.000    0.000    0.000 _linalg.py:55(SlogdetResult)
       18    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 error.py:45(ConnectionClosedError)
        8    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
        4    0.000    0.000    0.000    0.000 __init__.py:919(release)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1432(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
        1    0.000    0.000    0.000    0.000 event.py:369(MappingNotify)
        1    0.000    0.000    0.000    0.000 request.py:1149(FreeColormap)
        1    0.000    0.000    0.000    0.000 rq.py:202(ReplyLength)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       12    0.000    0.000    0.000    0.000 sre_parse.py:163(__delitem__)
        1    0.000    0.000    0.000    0.000 reader.py:24(ReaderError)
        1    0.000    0.000    0.000    0.000 __init__.py:158(Rect)
        1    0.000    0.000    0.000    0.000 request.py:1157(CopyColormapAndFree)
        1    0.000    0.000    0.000    0.000 _util.py:13(DeferredError)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 nodes.py:1(<module>)
       19    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 resource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rq.py:1405(TextElements16)
        2    0.000    0.000    0.000    0.000 __init__.py:438(format)
        2    0.000    0.000    0.000    0.000 __init__.py:359(getMessage)
        2    0.000    0.000    0.000    0.000 __init__.py:158(__getattr__)
        1    0.000    0.000    0.000    0.000 _linalg.py:47(EighResult)
        1    0.000    0.000    0.000    0.000 request.py:83(DestroyWindow)
        1    0.000    0.000    0.000    0.000 traceback.py:243(FrameSummary)
        2    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        1    0.000    0.000    0.000    0.000 random.py:219(__init_subclass__)
        1    0.000    0.000    0.000    0.000 Image.py:468(ImagePointTransform)
        1    0.000    0.000    0.000    0.000 _linalg.py:51(QRResult)
        3    0.000    0.000    0.000    0.000 __init__.py:501(PYFUNCTYPE)
        5    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 getlimits.py:33(MachArLike)
        1    0.000    0.000    0.000    0.000 request.py:271(DeleteProperty)
        1    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:351(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:280(<dictcomp>)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 request.py:504(GrabServer)
        2    0.000    0.000    0.000    0.000 {built-in method cv2._registerMatType}
        1    0.000    0.000    0.000    0.000 threading.py:800(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 Image.py:3009(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        3    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 traceback.py:457(TracebackException)
        1    0.000    0.000    0.000    0.000 Image.py:149(Transform)
        1    0.000    0.000    0.000    0.000 __init__.py:23(<listcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:1636(addHandler)
        8    0.000    0.000    0.000    0.000 __init__.py:7(register)
        1    0.000    0.000    0.000    0.000 threading.py:568(set)
        1    0.000    0.000    0.000    0.000 platform.py:903(system)
        1    0.000    0.000    0.000    0.000 display.py:55(_BaseDisplay)
        2    0.000    0.000    0.000    0.000 __init__.py:419(__init__)
        1    0.000    0.000    0.000    0.000 config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ExifTags.py:352(IFD)
        1    0.000    0.000    0.000    0.000 request.py:1562(Bell)
        1    0.000    0.000    0.000    0.000 rq.py:375(__init__)
        5    0.000    0.000    0.000    0.000 functools.py:952(__set_name__)
        1    0.000    0.000    0.000    0.000 request.py:126(MapSubwindows)
        1    0.000    0.000    0.000    0.000 rq.py:72(Field)
        3    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 datetime.py:634(__neg__)
        1    0.000    0.000    0.000    0.000 request.py:91(DestroySubWindows)
        3    0.000    0.000    0.000    0.000 rq.py:861(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:158(Resampling)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
        1    0.000    0.000    0.000    0.000 __init__.py:1710(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 tempfile.py:571(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 pathlib.py:129(<setcomp>)
        9    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
        1    0.000    0.000    0.000    0.000 introspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:66(_DTypeDictBase)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 _datasource.py:195(DataSource)
        1    0.000    0.000    0.000    0.000 request.py:118(MapWindow)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:456(__exit__)
        1    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
        1    0.000    0.000    0.000    0.000 request.py:134(UnmapWindow)
        1    0.000    0.000    0.000    0.000 __init__.py:319(CDLL)
        1    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1766(NoOperation)
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:2271(vectorize)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1473(IPv4Network)
        1    0.000    0.000    0.000    0.000 ExifTags.py:344(Interop)
        1    0.000    0.000    0.000    0.000 __init__.py:1448(setLevel)
        2    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:72(_DTypeDict)
        1    0.000    0.000    0.000    0.000 request.py:511(UngrabServer)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fontable.py:35(GC)
        1    0.000    0.000    0.000    0.000 threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 pathlib.py:231(_PosixFlavour)
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        1    0.000    0.000    0.000    0.000 request.py:142(UnmapSubwindows)
        2    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
        1    0.000    0.000    0.000    0.000 __init__.py:1057(StreamHandler)
        6    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:387(UniqueAllResult)
        2    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:1183(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 resource.py:21(Resource)
        1    0.000    0.000    0.000    0.000 selectors.py:291(SelectSelector)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 ImageMode.py:24(ModeDescriptor)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:340(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:479(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:1195(_open)
        8    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:512(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:502(CFunctionType)
        1    0.000    0.000    0.000    0.000 threading.py:1129(name)
        5    0.000    0.000    0.000    0.000 datetime.py:414(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 re.py:269(escape)
        1    0.000    0.000    0.000    0.000 Image.py:177(Dither)
        2    0.000    0.000    0.000    0.000 pathlib.py:53(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:347(YAMLObjectMetaclass)
        1    0.000    0.000    0.000    0.000 _datasource.py:532(Repository)
        2    0.000    0.000    0.000    0.000 representer.py:71(add_multi_representer)
        1    0.000    0.000    0.000    0.000 selectors.py:342(_PollLikeSelector)
        7    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:21(_NestedSequence)
        1    0.000    0.000    0.000    0.000 selectors.py:443(EpollSelector)
        1    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        1    0.000    0.000    0.000    0.000 Image.py:190(Quantize)
        1    0.000    0.000    0.000    0.000 records.py:282(recarray)
        1    0.000    0.000    0.000    0.000 lock.py:20(__init__)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        3    0.000    0.000    0.000    0.000 rq.py:421(__init__)
        1    0.000    0.000    0.000    0.000 records.py:196(record)
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 memmap.py:21(memmap)
        1    0.000    0.000    0.000    0.000 constructor.py:713(UnsafeConstructor)
        1    0.000    0.000    0.000    0.000 threading.py:1430(current_thread)
        2    0.000    0.000    0.000    0.000 subprocess.py:1879(_internal_poll)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:29(__array_namespace_info__)
        1    0.000    0.000    0.000    0.000 subprocess.py:141(TimeoutExpired)
       10    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 parse.py:837(Quoter)
        1    0.000    0.000    0.000    0.000 TiffTags.py:32(TagInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:1140(FileHandler)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:363(errstate)
